Station_ID,Station_Name,Location_Label,Interval_Minutes,Interval_End_Time,Wind_Velocity_Mtr_Sec,Wind_Direction_Variance_Deg,Wind_Direction_Deg,Ambient_Temperature_Deg_C,Global_Horizontal_Irradiance
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:00,2.488,24.16,9.83,10.43,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:05,2.335,26.44,29.98,10.5,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:10,2.074,26.71,42.31,10.17,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:15,1.649,31.29,16.51,10.31,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:20,2.315,21.88,13.99,10.67,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:25,2.509,25.22,15.6,10.51,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:30,1.901,27.49,30.43,10.48,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:35,1.227,53.51,54.12,10.82,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:40,2.069,27.31,17.13,11.13,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:45,2.27,26.43,14.47,10.93,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:50,2.219,22.35,22.27,10.82,0.004
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 11:55,2.373,32.17,12.4,11.06,0.01
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:00,2.623,23.22,12.31,10.85,0.043
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:05,2.227,24.39,11.72,11.15,0.079
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:10,2.326,23.74,29.33,11.23,0.083
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:15,2.151,25.11,17.83,11.19,0.135
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:20,2.119,25.92,6.046,11.51,0.177
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:25,1.567,43.81,13.48,12.02,0.2
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:30,1.578,42.99,26.67,12.29,0.201
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:35,1.885,26.25,19.15,12.32,0.203
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:40,2.388,24.39,14.18,12.36,0.203
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:45,2.478,24.49,15.51,12.04,0.203
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:50,2.596,22.31,10.79,11.83,0.2
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 12:55,2.439,21.16,22.69,11.91,0.202
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:00,2.339,27.46,24.57,11.75,0.199
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:05,2.391,26.95,15.53,12.05,0.201
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:10,2.59,28.71,4.107,12.06,0.198
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:15,1.934,25.43,29.59,11.62,0.2
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:20,2.463,22.43,15.71,11.87,0.198
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:25,2.488,29,7.436,11.91,0.2
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:30,2.479,21.24,16.65,11.98,0.2
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:35,2.05,30.15,4.724,12.21,0.202
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:40,1.369,39.1,7.79,12.73,0.202
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:45,1.806,25.03,8.66,13.08,0.202
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:50,1.633,24.72,15.29,13.01,0.192
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 13:55,1.595,27.43,21.31,13.05,0.185
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:00,1.501,32.84,25.52,13.22,0.183
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:05,1.153,36.38,16.58,13.41,0.173
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:10,1.432,26.03,18.46,13.86,0.19
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:15,0.945,30.66,48.53,13.26,0.177
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:20,0.852,34.42,47.73,13.45,0.167
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:25,1.387,23.27,7.257,14.21,0.202
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:30,0.575,32.06,353.8,14.73,0.378
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:35,0.974,33.05,24.6,14.95,0.454
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:40,1.172,36.12,16.98,14.56,0.432
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:45,1.414,24.41,358.7,14.49,0.415
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:50,1.664,23.61,342.2,14.99,0.459
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 14:55,1.844,22.12,340.7,14.81,0.41
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:00,1.645,27.06,359,14.56,0.403
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:05,1.595,28.23,1.082,14.33,0.359
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:10,1.351,29.43,351.6,14.33,0.326
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:15,1.213,26.66,349.8,14.53,0.325
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:20,1.281,27.3,343.8,14.31,0.346
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:25,1.581,28.61,354.7,14.16,0.358
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:30,1.816,24.96,338.7,13.97,0.288
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:35,1.836,22.88,6.813,13.57,0.206
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:40,1.749,27.35,3.532,13.6,0.251
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:45,1.214,19.32,12.51,13.19,0.237
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:50,0.973,20.8,23.2,13.25,0.253
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 15:55,1.198,11.39,17.63,13.26,0.294
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:00,0.707,12.82,12.38,13.3,0.231
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:05,0.787,16.17,15.38,13.31,0.295
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:10,0.689,15.32,17.34,13.5,0.359
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:15,0.626,13.7,37.69,13.38,0.315
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:20,0.769,23.32,15.88,13.12,0.323
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:25,1.12,20.86,9.36,13.22,0.272
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:30,0.899,15.86,14.65,12.89,0.351
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:35,0.849,15.67,11.59,12.63,0.255
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:40,1.044,15.6,12.51,12.17,0.621
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-7? 16:45,1.02,16.97,15.31,11.85,0.592
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 08:55,,41.06,61.94,7.344,0.83
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:05,1.463,3.145,340.3,7.783,0.712
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:15,1.861,59.72,55.93,7.828,0.581
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:20,1.65,29.96,59.81,8.01,0.559
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:25,1.754,59.96,95.2,7.942,0.563
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:30,0.826,56.36,78.64,8.11,0.476
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:35,1.563,42.9,24.67,8.77,0.61
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:40,1.757,37.76,40.02,9.28,0.643
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:45,2.059,34.95,31.36,9.64,1.071
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:50,2.416,29.26,31.19,9.3,0.924
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 09:55,2.668,24.16,19.89,9.47,0.836
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:00,2.43,30.84,5.886,10.06,1.065
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:05,2.82,32.27,23.48,10.32,1.42
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:10,2.948,37.07,39.35,9.95,1.504
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:15,3.758,30.2,39.08,9.66,1.481
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:20,2.845,38.75,23.28,9.65,1.243
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:25,1.794,45.39,66.41,9.72,0.986
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:30,2.778,32.95,39.16,9.49,1.319
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:35,2.158,38.09,44.9,9.51,1.417
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:40,2.788,45.18,73.05,9.69,1.199
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:45,2.549,37.01,57.28,9.43,1.087
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:50,2.718,35.62,56.5,9.37,1.09
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 10:55,2.297,37.67,70.32,9.43,1.04
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:00,1.752,33.52,60.86,9.76,1.217
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:05,2.197,36.8,72.07,10,1.77
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:10,1.829,57.03,62.17,10.28,1.567
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:15,1.791,41.08,67.38,10.37,1.443
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:20,1.688,30.46,72.62,10.53,1.403
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:25,0.831,64.79,107.9,10.98,1.435
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:30,1.118,59.05,57.43,11.3,1.485
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:35,2.448,25.84,9.79,11.34,1.751
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:40,2.154,25.01,27.67,10.94,1.657
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:45,1.903,28.3,32.44,10.91,1.581
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:50,1.971,27.56,31.88,11.59,1.549
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 11:55,2.062,26.8,25.47,11.62,1.06
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:00,2.134,30.87,20.63,12.18,2.438
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:05,1.804,26.69,32.52,12.51,3.763
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:10,1.978,21.37,34.67,12.09,3.263
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:15,1.879,30.27,33.31,12.04,2.892
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:20,2.004,22.47,20.7,12,3.118
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:25,1.701,39.44,39.99,12.08,2.564
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:30,2.415,21.05,30.46,11.82,2.429
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:35,2.273,24.45,35.34,11.45,3.036
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:40,2.074,39.54,55.35,11.33,2.994
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:45,1.429,33.79,45.44,11.37,3.002
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:50,1.448,33.53,30.79,11.61,2.953
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 12:55,1.773,40.81,58.84,11.38,2.924
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:00,1.51,27.46,42.61,11.34,2.823
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:05,1.868,22.18,29.76,11.34,2.429
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:10,0.317,0.837,64.74,11.44,3.182
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:15,1.802,27.08,36.85,11.6,3.05
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:20,2.365,21.47,32.11,11.62,3.194
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:25,1.584,43.03,49.24,11.77,3.381
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:30,1.676,41.78,49.06,11.75,3.23
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:35,2.14,25.55,30.87,11.86,3.237
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:40,1.795,21.53,21.14,11.99,2.659
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:45,1.762,30.97,27.56,12.13,3.081
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:50,1.467,28.61,43.44,12.39,2.628
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 13:55,1.088,36.24,62.82,12.34,3.521
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:00,1.429,47.55,53.83,12.49,4.296
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:05,1.87,23.31,15.86,12.87,4.096
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:10,1.659,25.44,15.66,13.04,4.292
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:15,1.759,22.1,19.02,13.05,4.136
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:20,2.472,21.2,16.78,12.83,3.645
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:25,2.294,17.56,16.05,12.51,4.23
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:30,2.283,26.71,10.67,12.34,3.659
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:35,2.323,24.92,7.01,12.33,3.906
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:40,2.002,21.56,11.18,12.27,3.611
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:45,2.493,22.82,14.47,12.11,4.114
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:50,2.276,25.22,13.34,12.05,4.212
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 14:55,1.898,28.8,24.24,12.24,4.117
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:00,2.228,23.78,18.69,12.12,3.439
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:05,1.978,28.35,15.51,12.27,3.868
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:10,2.191,21.26,28.7,12.33,3.987
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:15,2.081,31.26,24.55,12.87,3.996
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:20,2.45,27.11,23.57,13.31,4.139
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:25,1.757,26.66,27.74,13.41,4.794
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:30,1.442,30.33,44.55,13.2,5.785
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:35,2.025,24.47,20.55,12.92,5.369
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:40,1.931,20.8,38.82,12.56,3.692
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:45,1.826,23.44,36.34,12.33,4.326
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:50,2.31,21.64,26.66,12.4,3.86
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 15:55,2.43,24.37,26.74,12.49,3.392
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 16:00,2.28,23.47,24.98,12.28,3.201
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 16:05,2.162,21.06,11.69,12.51,2.865
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 16:10,2,21.39,23.98,12.54,2.342
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 16:15,1.86,27.17,26.85,12.3,2.035
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 16:20,1.901,25.06,26.63,12.1,3.022
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 16:25,1.381,23.74,26.79,12.07,3.425
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 16:35,1.673,22.04,24.14,11.93,3.233
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-1? 16:40,2.138,19.56,34.24,11.65,3.162
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 07:50,2.077,9.25,33.85,8.75,2.711
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:00,3.512,40.09,50.99,8.83,2.87
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:05,2.35,0.01,14.11,9.01,2.542
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:10,0.713,23.58,108.7,9.49,2.593
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:15,3.713,29.57,50,9.59,2.687
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:25,2.64,32.29,58.69,9.88,1.789
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:30,2.824,40.25,45.82,9.96,2.039
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:35,3.244,29.41,50.93,9.89,2.312
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:40,2.747,43.77,58.75,9.86,2.157
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:45,2.754,38.94,38.92,10.03,2.142
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:50,2.847,37.99,57.11,10.1,2.106
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 08:55,2.85,37.56,52.19,10.1,1.91
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:00,2.604,38.11,44.27,10.17,1.788
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:05,3.216,34.61,49.81,10.17,2.061
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:10,3.232,31.45,48.54,10.15,1.785
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:15,3.073,33.27,48.66,10.34,1.958
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:20,3.278,40.9,61.48,10.61,1.954
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:25,3.285,42.27,62.67,10.89,1.865
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:30,2.674,47.4,71.08,11.17,1.811
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:35,1.486,47.58,59.71,11.51,2.166
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:40,2.16,51.92,54.76,11.85,3.404
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:45,2.805,39.77,54.87,11.56,4.844
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:50,2.478,43.02,54.08,11.56,4.418
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 09:55,2.574,50.44,63.69,11.49,5.827
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:00,3.123,39.76,55.28,11.52,5.445
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:05,3.445,30.27,60.48,11.38,4.341
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:10,3.578,37.42,71.4,11.39,4.098
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:15,2.768,50.66,74.21,11.53,4.219
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:20,2.825,48.1,77.12,11.69,5.011
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:25,2.675,45.47,75.07,11.83,4.593
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:30,2.613,34.87,59.89,11.89,5.244
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:35,2.685,41.73,58.33,12.09,4.921
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:40,2.796,45.18,46.24,12.34,5.17
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:45,3.22,40.85,43.71,12.24,6.655
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:50,2.881,32.91,43.03,12.4,6.66
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 10:55,3.513,31.53,41.29,12.38,6.783
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:00,3.228,36.61,40.22,12.49,7.226
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:05,3.219,36.06,52.25,12.43,5.65
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:10,2.922,40.14,52.81,12.54,4.398
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:15,3.437,35.95,64.03,12.43,3.68
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:20,3.358,36.16,46.28,12.45,5.456
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:25,3.213,39.48,42.54,12.68,5.652
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:30,3.618,29.66,39.34,12.49,4.848
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:35,3.012,40.13,32.76,12.59,5.508
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:40,2.793,46.38,37.11,12.72,5.564
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:45,2.509,46.85,44.33,12.85,6.262
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:50,3.089,43.22,36.55,12.76,5.467
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 11:55,2.952,37.49,39.44,12.57,4.979
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:00,3.162,46.42,41.75,12.82,5.747
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:05,3.04,55.67,55.48,12.97,5.789
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:10,3.222,37.58,61.11,12.97,6.352
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:15,4.155,39.28,53.68,12.93,5.25
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:20,4.665,31.98,43.83,12.92,4.126
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:25,4.687,29.08,42.98,12.97,5.519
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:30,4.187,38.31,42.32,13.18,6.157
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:35,4.447,34.63,41.08,13.37,6.251
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:40,5.207,30.69,40.82,13.39,6.1
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:45,4.587,31.86,43.46,13.5,6.282
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:50,4.52,35.4,38.59,13.59,7.453
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 12:55,4.7,30.69,46.14,13.61,7.568
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:00,4.51,39.24,50.04,13.77,6.128
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:05,4.262,40.97,52.44,13.98,3.931
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:10,4.023,33.87,45.05,14.36,3.935
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:15,4.427,48.47,51.83,14.38,3.726
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:20,3.318,51.06,74.6,14.56,4.015
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:25,3.765,45.52,60.53,14.54,3.935
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:30,4.405,35.92,55.89,14.47,4.028
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:35,3.372,51.27,56.49,14.52,3.611
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:40,3.938,42.24,57.94,14.55,3.081
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:45,3.319,61.43,55.51,14.64,3.331
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:50,3.187,37.77,59.06,14.73,2.998
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 13:55,3.08,48.69,57.85,14.81,2.933
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 14:00,3.438,45.06,66.84,14.88,3.28
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 14:05,3.185,42.51,56.45,14.91,3.07
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 14:10,3.243,39.28,58.05,14.93,3.242
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 14:15,3.185,33.68,42.2,15.1,3.388
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 14:20,3.135,33.43,43.51,15.12,3.451
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 14:25,3.268,36.48,45.79,15.21,3.672
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 14:30,3.428,31.47,44.23,15.31,2.854
SF04,"Lincoln High School","2162 24th Ave",5,2015-01-2? 14:35,3.208,34.11,42.03,15.28,2.959
